Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Untitled #345,Cindy Sherman,5392,"(American, born 1954)",(American),(1954),(0),(Female),1999,Gelatin silver print,"26 × 39"" (66 × 99.1 cm)","The Abramson Collection. Gift of Stephen and Sandra Abramson
",84.2016,Photograph,Photography,2016-01-28,Y,199604,http://www.moma.org/collection/works/199604,http://www.moma.org/media/W1siZiIsIjMzODc3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ca3a2af6e0ed1f4d,,0.0,,66.0401320803,,,99.0601981204,,
Untitled #351,Cindy Sherman,5392,"(American, born 1954)",(American),(1954),(0),(Female),2000,Chromogenic color print,"30 × 20"" (76.2 × 50.8 cm)","The Abramson Collection. Gift of Stephen and Sandra Abramson
",85.2016,Photograph,Photography,2016-01-28,Y,199605,http://www.moma.org/collection/works/199605,,,,,76.2001524003,,,50.8001016002,,
Walking House,Laurie Simmons,7015,"(American, born 1949)",(American),(1949),(0),(Female),1989,Silver dye bleach print,"64 × 46"" (162.6 × 116.8 cm)","The Abramson Collection. Gift of Stephen and Sandra Abramson
",89.2016,Photograph,Photography,2016-01-28,Y,199609,http://www.moma.org/collection/works/199609,http://www.moma.org/media/W1siZiIsIjQwMDQxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b3b5b323deee50f5,,,,162.5603251207,,,116.8402336805,,
Xenix,Tabor Robak,48581,"(American, born 1986)",(American),(1986),(0),(Male),2013,"Seven-channel video (color, silent), real-time 3-D",5 min.,The Junior Associates of the Museum of Modern Art,1779.2015,Video,Media and Performance,2015-12-11,Y,199720,http://www.moma.org/collection/works/199720,http://www.moma.org/media/W1siZiIsIjM4NzM3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37c5413c0e69d516,,,,,,,,,300.0
Bauhaus Staircase,Katharina Gaenssler,47181,"(German, born 1974)",(German),(1974),(0),(Female),2015,Pigmented inkjet print (artist book),"19 7/8 × 15 3/16 × 7/8"" (50.5 × 38.5 × 2.3 cm)",The Photography Council Fund,294.2016,Illustrated Book,Photography,2016-05-19,Y,199938,http://www.moma.org/collection/works/199938,,,2.3,,50.5,,,38.5,,
Ken Moody,Robert Mapplethorpe,3745,"(American, 1946–1989)",(American),(1946),(1989),(Male),1983,Gelatin silver print,"19 × 15 3/8"" (48.3 × 39 cm)",The Family of Man Fund,72.2016,Photograph,Photography,2016-01-28,Y,199951,http://www.moma.org/collection/works/199951,http://www.moma.org/media/W1siZiIsIjM1MzgwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ab42ad71dcfe4ce9,,,,48.3,,,39.0,,
Melody/Shoe,Robert Mapplethorpe,3745,"(American, 1946–1989)",(American),(1946),(1989),(Male),1987,Gelatin silver print,"19 1/4 × 19 1/4"" (48.9 × 48.9 cm)",Committee on Photography Fund,73.2016,Photograph,Photography,2016-01-28,Y,199952,http://www.moma.org/collection/works/199952,http://www.moma.org/media/W1siZiIsIjM0NjAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9a3292cb2496c4b1,,,,48.9,,,48.9,,
Self-Portrait,Robert Mapplethorpe,3745,"(American, 1946–1989)",(American),(1946),(1989),(Male),1988,Gelatin silver print,"12 × 23 1/8"" (30.5 × 58.7 cm)",Committee on Photography Fund,74.2016,Photograph,Photography,2016-01-28,Y,199953,http://www.moma.org/collection/works/199953,http://www.moma.org/media/W1siZiIsIjM1MzgwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3812af18709182e,,,,30.5,,,58.7,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.b,Photograph,Photography,2016-01-28,Y,200030,http://www.moma.org/collection/works/200030,http://www.moma.org/media/W1siZiIsIjM0MzU1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae3ae90537a3bb36,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.c,Photograph,Photography,2016-01-28,Y,200031,http://www.moma.org/collection/works/200031,http://www.moma.org/media/W1siZiIsIjM0MzU1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cfb73be0c4ecfab3,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.d,Photograph,Photography,2016-01-28,Y,200032,http://www.moma.org/collection/works/200032,http://www.moma.org/media/W1siZiIsIjM0MzU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=14799d2e2019070d,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.e,Photograph,Photography,2016-01-28,Y,200033,http://www.moma.org/collection/works/200033,http://www.moma.org/media/W1siZiIsIjM0MzU1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e23480bdf2042935,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.f,Photograph,Photography,2016-01-28,Y,200034,http://www.moma.org/collection/works/200034,http://www.moma.org/media/W1siZiIsIjM0MzU1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2101ed05e9dd0f8,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.g,Photograph,Photography,2016-01-28,Y,200035,http://www.moma.org/collection/works/200035,http://www.moma.org/media/W1siZiIsIjM0MzU1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f71f2254cfe44fa9,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.h,Photograph,Photography,2016-01-28,Y,200036,http://www.moma.org/collection/works/200036,http://www.moma.org/media/W1siZiIsIjM0MzU1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d60ccd64a1a5254e,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.i,Photograph,Photography,2016-01-28,Y,200037,http://www.moma.org/collection/works/200037,http://www.moma.org/media/W1siZiIsIjM0MzU2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9106c93971395e54,,0.0,,60.9601219202,,,76.2001524003,,
Skirts,Clare Strand,49089,"(British, born 1973)",(British),(1973),(0),(Female),2011,Gelatin silver print,"9 7/16 × 11 13/16"" (24 × 30 cm)",Gift of Donna Redel,1837.2015.j,Photograph,Photography,2016-01-28,Y,200038,http://www.moma.org/collection/works/200038,http://www.moma.org/media/W1siZiIsIjM0MzU2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ae553ec033cfdef7,,0.0,,60.9601219202,,,76.2001524003,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.2,Photograph,Photography,2016-01-28,Y,200053,http://www.moma.org/collection/works/200053,http://www.moma.org/media/W1siZiIsIjM0MjAzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3746867c88e75ff,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.3,Photograph,Photography,2016-01-28,Y,200054,http://www.moma.org/collection/works/200054,http://www.moma.org/media/W1siZiIsIjM0MjAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2debb2e8f1513024,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.4,Photograph,Photography,2016-01-28,Y,200055,http://www.moma.org/collection/works/200055,http://www.moma.org/media/W1siZiIsIjM0MjAwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ab8f877396420929,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.5,Photograph,Photography,2016-01-28,Y,200056,http://www.moma.org/collection/works/200056,http://www.moma.org/media/W1siZiIsIjM0MjExMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cf8702ad840eedef,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.6,Photograph,Photography,2016-01-28,Y,200057,http://www.moma.org/collection/works/200057,http://www.moma.org/media/W1siZiIsIjM0MjAzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97732f9663987dbc,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.7,Photograph,Photography,2016-01-28,Y,200058,http://www.moma.org/collection/works/200058,http://www.moma.org/media/W1siZiIsIjM0MjEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5961afe561841978,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.8,Photograph,Photography,2016-01-28,Y,200059,http://www.moma.org/collection/works/200059,http://www.moma.org/media/W1siZiIsIjM0MjA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cff4949b1fcb0831,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.9,Photograph,Photography,2016-01-28,Y,200060,http://www.moma.org/collection/works/200060,http://www.moma.org/media/W1siZiIsIjM0MjAzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b388f618dcf27db0,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.10,Photograph,Photography,2016-01-28,Y,200061,http://www.moma.org/collection/works/200061,http://www.moma.org/media/W1siZiIsIjM0MjAyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=256d379f14edde5a,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.11,Photograph,Photography,2016-01-28,Y,200062,http://www.moma.org/collection/works/200062,http://www.moma.org/media/W1siZiIsIjM0MjAwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d1f0cfa28f90cee3,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.12,Photograph,Photography,2016-01-28,Y,200063,http://www.moma.org/collection/works/200063,http://www.moma.org/media/W1siZiIsIjM0MjAxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3431df766ef26c01,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.13,Photograph,Photography,2016-01-28,Y,200064,http://www.moma.org/collection/works/200064,http://www.moma.org/media/W1siZiIsIjM0MjExOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d650790bbaaedfd3,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.14,Photograph,Photography,2016-01-28,Y,200065,http://www.moma.org/collection/works/200065,http://www.moma.org/media/W1siZiIsIjM0MjA0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c25cfb87c2b3f472,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.15,Photograph,Photography,2016-01-28,Y,200066,http://www.moma.org/collection/works/200066,http://www.moma.org/media/W1siZiIsIjM0MjExOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e9c47e45df4ca96,,,,23.2,,,29.5,,
Untitled from the series Tsumari Story,"Rong Rong, inri","34221, 49109","(Chinese, born 1968) (Japanese, born 1973)",(Chinese) (Japanese),(1968) (1973),(0) (0),(Male) (Female),2012,Gelatin silver print,"9 1/8 × 11 5/8"" (23.2 × 29.5 cm)",Gift of Susan and Peter MacGill,1808.2015.16,Photograph,Photography,2016-01-28,Y,200067,http://www.moma.org/collection/works/200067,http://www.moma.org/media/W1siZiIsIjM0MjAwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=294650c8f69666b6,,,,23.2,,,29.5,,
EASTER MORNING,Bruce Conner,1215,"(American, 1933–2008)",(American),(1933),(2008),(Male),2008,"8mm film (color, sound)",10 min.,"The Museum of Modern Art, New York, and the San Francisco Museum of Modern Art, Gift of The Conner Family Trust",1752.2015,Film,Media and Performance,2015-12-11,Y,200074,http://www.moma.org/collection/works/200074,http://www.moma.org/media/W1siZiIsIjM0MDcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=345b5f4f389d7e5c,,,,,,,,,600.0
"Eunice Johnson's Office at The Johnson Publishing Company Headquarters, Chicago, Illinois I",David Hartt,47183,"(Canadian, born 1967)",(Canadian),(1967),(0),(Male),2011,Pigmented inkjet print,"48 × 64"" (121.9 × 162.6 cm)",Fund for the Twenty-First Century,57.2016,Photograph,Photography,2016-01-28,Y,200096,http://www.moma.org/collection/works/200096,http://www.moma.org/media/W1siZiIsIjQ1MDgzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3b51eae8a80b153d,,162.5603251207,,,,,121.9202438405,,
"Lounge at The Johnson Publishing Company Headquarters, Chicago, Ilinois",David Hartt,47183,"(Canadian, born 1967)",(Canadian),(1967),(0),(Male),2011,Pigmented inkjet print,"48 × 64"" (121.9 × 162.6 cm)",Fund for the Twenty-First Century,58.2016,Photograph,Photography,2016-01-28,Y,200097,http://www.moma.org/collection/works/200097,http://www.moma.org/media/W1siZiIsIjMzOTM0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=65a2deb247ccbb1a,,0.0,,121.9202438405,,,162.5603251207,,
"Test Kitchen at the Johnson Publishing Company Headquarters, Chicago, Illinois II",David Hartt,47183,"(Canadian, born 1967)",(Canadian),(1967),(0),(Male),2011,Pigmented inkjet print,"30 × 40"" (76.2 × 101.6 cm)",Fund for the Twenty-First Century,59.2016,Photograph,Photography,2016-01-28,Y,200098,http://www.moma.org/collection/works/200098,http://www.moma.org/media/W1siZiIsIjM4MjE3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a00bd538125dea2c,,0.0,,76.2001524003,,,101.6002032004,,
Interval,David Hartt,47183,"(Canadian, born 1967)",(Canadian),(1967),(0),(Male),2014,"Two-channel video (color, sound)",15:07 min.,Fund for the Twenty-First Century,1772.2015.1,Video,Media and Performance,2015-12-11,Y,200099,http://www.moma.org/collection/works/200099,http://www.moma.org/media/W1siZiIsIjQyMzI1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ebc6a4ddb097516,,,,,,,,,907.0
Interval,David Hartt,47183,"(Canadian, born 1967)",(Canadian),(1967),(0),(Male),2014-2016,"Two-channel video (color, sound; 15:07 min.), nine murals, three archival pigment prints, and aluminum curtain wall",Dimensions variable,Fund for the Twenty-First Century,1772.2015.1-5,Installation,Media and Performance,2015-12-11,Y,200116,http://www.moma.org/collection/works/200116,http://www.moma.org/media/W1siZiIsIjQyMTQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f477b4235dd5fead,,,,,,,,,
A Way in Untilled,Pierre Huyghe,26245,"(French, born 1962)",(French),(1962),(0),(Male),2012–2013,"Video (color, sound)",13:59 min.,The Michael H. Dunn Memorial Fund,1773.2015,Video,Media and Performance,2015-12-11,Y,200117,http://www.moma.org/collection/works/200117,http://www.moma.org/media/W1siZiIsIjMzNzQ1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ae0a93a81e759d0,,,,,,,,,839.0
13 Essential Rules for Understanding the World,Basim Magdy,47821,"(Egyptian, born 1977)",(Egyptian),(1977),(0),(Male),2011,"Super 8mm film transferred to video (color, sound)",5:16 min.,Fund for the Twenty-First Century,1774.2015,Video,Media and Performance,2015-12-11,Y,200118,http://www.moma.org/collection/works/200118,http://www.moma.org/media/W1siZiIsIjM0NDIyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=afa35abde32c8c53,,,,,,,,,316.0
My Father Looks For An Honest City,Basim Magdy,47821,"(Egyptian, born 1977)",(Egyptian),(1977),(0),(Male),2010,"Super 8mm film transferred to video (color, sound)",5:28 min.,Fund for the Twenty-First Century,1776.2015,Video,Media and Performance,2015-12-11,Y,200119,http://www.moma.org/collection/works/200119,http://www.moma.org/media/W1siZiIsIjM0NDE4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aff715604f6a8446,,,,,,,,,328.0
Time Laughs Back at You Like a Sunken Ship,Basim Magdy,47821,"(Egyptian, born 1977)",(Egyptian),(1977),(0),(Male),2012,"Super 8mm film transferred to video (color, sound)",9:31 min.,Fund for the Twenty-First Century,1777.2015,Video,Media and Performance,2015-12-11,Y,200120,http://www.moma.org/collection/works/200120,http://www.moma.org/media/W1siZiIsIjM0NDE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cbddf72c1e2e752f,,,,,,,,,571.0
Cabaret Crusades: The Path to Cairo - Marionette #33,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2012,"Ceramic, fabric, steel, wood, and thread",Dimensions variable,Purchase,1781.2015,Sculpture,Media and Performance,2015-12-11,N,200142,,,,,,,,,,,
Cabaret Crusades: The Path to Cairo - Marionette #42,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2012,"Ceramic, fabric, steel, wood, and thread",Dimensions variable,Purchase,1782.2015,Sculpture,Media and Performance,2015-12-11,N,200144,,,,,,,,,,,
Cabaret Crusades: The Path to Cairo - Marionette #57,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2012,"Ceramic, fabric, steel, wood, and thread",Dimensions variable,Purchase,1783.2015,Sculpture,Media and Performance,2015-12-11,N,200145,,,,,,,,,,,
Cabaret Crusades: The Path to Cairo - Marionette #60,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2012,"Ceramic, fabric, steel, wood, and thread",Dimensions variable,Purchase,1784.2015,Sculpture,Media and Performance,2015-12-11,N,200147,,,,,,,,,,,
Cabaret Crusades: The Path to Cairo - Marionette #63,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2012,"Ceramic, fabric, steel, wood, and thread",Dimensions variable,Purchase,1785.2015,Sculpture,Media and Performance,2015-12-11,N,200149,,,,,,,,,,,
Cabaret Crusades: The Secrets of Karbala - Marionette #48,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2014,"Glass, fabric, enamel, and thread",Dimensions variable,Purchase,1787.2015,Sculpture,Media and Performance,2015-12-11,Y,200150,http://www.moma.org/collection/works/200150,,,,,,,,,,
Cabaret Crusades: The Secrets of Karbala - Marionette #51,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2014,"Glass, fabric, enamel, and thread",Dimensions variable,Purchase,1788.2015,Sculpture,Media and Performance,2015-12-11,Y,200151,http://www.moma.org/collection/works/200151,,,,,,,,,,
Cabaret Crusades: The Secrets of Karbala - Marionette #65,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2014,"Glass, fabric, enamel, and thread",Dimensions variable,Purchase,1789.2015,Sculpture,Media and Performance,2015-12-11,Y,200152,http://www.moma.org/collection/works/200152,,,,,,,,,,
Cabaret Crusades: The Secrets of Karbala - Marionette #79,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2014,"Glass, fabric, enamel, and thread",Dimensions variable,Purchase,1790.2015,Sculpture,Media and Performance,2015-12-11,Y,200153,http://www.moma.org/collection/works/200153,,,25.4000508001,,10.16002032,,,53.3401066802,,
Cabaret Crusades: The Secrets of Karbala - Marionette #126,Wael Shawky,41664,"(Egyptian, born 1971)",(Egyptian),(1971),(0),(Male),2014,"Glass, fabric, enamel, and thread",Dimensions variable,Purchase,1791.2015,Sculpture,Media and Performance,2015-12-11,Y,200154,http://www.moma.org/collection/works/200154,,,,,,,,,,
Moses and Griffiths,Mikhael Subotzky,30365,"(South African, born 1981)",(South African),(1981),(0),(Male),2012,"Four-channel video (color, sound)",18:51 min.,Gift of Wendy Fisher and A4 Arts Foundation,1792.2015,Video,Media and Performance,2015-12-11,Y,200155,http://www.moma.org/collection/works/200155,http://www.moma.org/media/W1siZiIsIjQyNTM2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=939c2287322095d5,,,,,,,,,1131.0
High definition and objectives: expansion and transparency,Neïl Beloufa,49216,"(Algerian-French, born 1985)",(Algerian),(1985),(0),(Male),2016,"Video (color, sound; 10:59 min.), steel, Plexiglas, aluminum, paper, motor, computer, speakers, and Formica","Overall: 196 × 87 × 80"" (497.8 × 221 × 203.2 cm)
Duration: 10:59 min.",Fund for the Twenty-First Century,1350.2016.a-u,Installation,Media and Performance,2016-12-15,N,200166,,,,203.2004064008,,497.840995682,,,220.9804419609,,
